0
0
0
6
1
6
1
3
0
3
3
0
0
3
1
1
0
3
0
3
0
3
5
0
2
2
4
3
3
3
5
2
1
0
2
2
2
3
0
2
2
4
2
4
2
4
4
4
5
2
